name,experiment,label,day,day_moment,pbs,cage,group,eye,dose,path
OCT_Image_RE_Circle-2017-09-14-15-42-27.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C28,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 28 A2 GP A/OCT_Image_RE_Circle-2017-09-14-15-42-27.tif
OCT_Image_RE_Circle-2017-09-14-15-42-21.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C28,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 28 A2 GP A/OCT_Image_RE_Circle-2017-09-14-15-42-21.tif
OCT_Image_RE_Circle-2017-09-14-15-43-20.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C28,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 28 A2 GP A/OCT_Image_RE_Circle-2017-09-14-15-43-20.tif
OCT_Image_RE_Circle-2017-09-14-15-41-35.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C28,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 28 A2 GP A/OCT_Image_RE_Circle-2017-09-14-15-41-35.tif
OCT_Image_RE_Circle-2017-09-14-15-41-19.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C28,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 28 A2 GP A/OCT_Image_RE_Circle-2017-09-14-15-41-19.tif
OCT_Image_RE_Circle-2017-09-14-15-47-12.tif,Study C-2  ET1 17-9-1,healthy,14,-,-,C28,A2,left,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 28 A2 GP A/LE/OCT_Image_RE_Circle-2017-09-14-15-47-12.tif
OCT_Image_RE_Circle-2017-09-14-15-47-04.tif,Study C-2  ET1 17-9-1,healthy,14,-,-,C28,A2,left,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 28 A2 GP A/LE/OCT_Image_RE_Circle-2017-09-14-15-47-04.tif
OCT_Image_RE_Circle-2017-09-14-15-46-53.tif,Study C-2  ET1 17-9-1,healthy,14,-,-,C28,A2,left,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 28 A2 GP A/LE/OCT_Image_RE_Circle-2017-09-14-15-46-53.tif
OCT_Image_RE_Circle-2017-09-15-11-05-39.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C29,A1,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 29 A1 GP B/OCT_Image_RE_Circle-2017-09-15-11-05-39.tif
OCT_Image_RE_Circle-2017-09-15-11-03-48.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C29,A1,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 29 A1 GP B/OCT_Image_RE_Circle-2017-09-15-11-03-48.tif
OCT_Image_RE_Circle-2017-09-15-11-05-09.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C29,A1,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 29 A1 GP B/OCT_Image_RE_Circle-2017-09-15-11-05-09.tif
OCT_Image_RE_Circle-2017-09-15-11-06-08.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C29,A1,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 29 A1 GP B/OCT_Image_RE_Circle-2017-09-15-11-06-08.tif
OCT_Image_RE_Circle-2017-09-15-11-04-43.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C29,A1,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 29 A1 GP B/OCT_Image_RE_Circle-2017-09-15-11-04-43.tif
OCT_Image_RE_Circle-2017-09-15-11-05-15.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C29,A1,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 29 A1 GP B/OCT_Image_RE_Circle-2017-09-15-11-05-15.tif
OCT_Image_RE_Circle-2017-09-15-11-03-40.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C29,A1,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 29 A1 GP B/OCT_Image_RE_Circle-2017-09-15-11-03-40.tif
OCT_Image_RE_Circle-2017-09-15-11-03-28.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C29,A1,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 29 A1 GP B/OCT_Image_RE_Circle-2017-09-15-11-03-28.tif
OCT_Image_RE_Circle-2017-09-15-11-04-36.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C29,A1,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 29 A1 GP B/OCT_Image_RE_Circle-2017-09-15-11-04-36.tif
OCT_Image_RE_Circle-2017-09-15-11-06-14.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C29,A1,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 29 A1 GP B/OCT_Image_RE_Circle-2017-09-15-11-06-14.tif
OCT_Image_RE_Circle-2017-09-15-11-07-28.tif,Study C-2  ET1 17-9-1,healthy,14,-,-,C29,A1,left,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 29 A1 GP B/LE/OCT_Image_RE_Circle-2017-09-15-11-07-28.tif
OCT_Image_RE_Circle-2017-09-15-11-08-44.tif,Study C-2  ET1 17-9-1,healthy,14,-,-,C29,A1,left,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 29 A1 GP B/LE/OCT_Image_RE_Circle-2017-09-15-11-08-44.tif
OCT_Image_RE_Circle-2017-09-15-11-08-30.tif,Study C-2  ET1 17-9-1,healthy,14,-,-,C29,A1,left,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 29 A1 GP B/LE/OCT_Image_RE_Circle-2017-09-15-11-08-30.tif
OCT_Image_RE_Circle-2017-09-15-11-07-37.tif,Study C-2  ET1 17-9-1,healthy,14,-,-,C29,A1,left,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 29 A1 GP B/LE/OCT_Image_RE_Circle-2017-09-15-11-07-37.tif
OCT_Image_RE_Circle-2017-09-15-15-56-50.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C30,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 30 A2 GP C/OCT_Image_RE_Circle-2017-09-15-15-56-50.tif
OCT_Image_RE_Circle-2017-09-15-15-58-34.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C30,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 30 A2 GP C/OCT_Image_RE_Circle-2017-09-15-15-58-34.tif
